"nodes","ts","label"
"178,179,703,702,742,182",61229865600000.0,0
"178,179,703,702,747,748,182",61229865600000.0,0
"178,179,180,732,731,182",61229865600000.0,0
"178,179,180,732,731,182",61229865600000.0,0
"1101,723,178,179,180,724,717,944,182,736",61229865600000.0,0
"178,179,180,732,731,182",61229865600000.0,0
"178,179,180,732,731,182",61229865600000.0,0
"1101,723,178,179,180,724,717,944,736,182",61229865600000.0,0
"178,179,703,733,702,734,182",61229865600000.0,0
"178,179,703,743,702,182",61229865600000.0,0
"1101,723,178,179,180,724,717,944,182,736",61229865600000.0,0
"178,179,703,733,702,734,182",61229865600000.0,0
"178,179,703,733,702,734,182",61229865600000.0,0
"178,179,703,733,702,734,182",61229865600000.0,0
"178,179,703,702,740,182",61229865600000.0,0
"178,179,703,702,740,182",61229865600000.0,0
"178,179,703,702,747,748,182",61229865600000.0,0
"734,178,179,733,182,180",61229865600000.0,0
"738,178,179,180,739,182",61229865600000.0,0
"178,179,703,702,747,748,182",61229865600000.0,0
"178,179,703,743,702,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"178,179,703,750,702,182",61229865600000.0,0
"178,179,703,744,702,182",61229865600000.0,0
"178,179,703,744,702,182",61229865600000.0,0
"178,179,703,746,702,182",61229865600000.0,0
"178,179,703,746,702,182",61229865600000.0,0
"178,179,703,702,740,182",61229865600000.0,0
"178,180,179,733,734,182",61229865600000.0,0
"178,179,703,702,740,182",61229865600000.0,0
"749,178,179,703,702,748,182",61229865600000.0,0
"749,178,179,703,702,748,182",61229865600000.0,0
"749,178,179,703,702,748,182",61229865600000.0,0
"749,178,179,703,702,748,182",61229865600000.0,0
"178,179,703,746,702,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"178,179,703,743,702,182",61229865600000.0,0
"178,179,703,750,702,182",61229865600000.0,0
"178,179,703,702,741,182",61229865600000.0,0
"178,179,703,702,741,182",61229865600000.0,0
"178,179,703,702,742,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"178,179,703,702,742,182",61229865600000.0,0
"178,179,703,702,742,182",61229865600000.0,0
"178,179,703,727,702,182",61229865600000.0,0
"178,179,703,727,702,182",61229865600000.0,0
"178,179,703,702,740,182",61229865600000.0,0
"178,179,703,702,740,182",61229865600000.0,0
"178,179,703,743,702,182",61229865600000.0,0
"178,179,703,702,740,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"178,179,703,702,741,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"178,179,703,702,742,182",61229865600000.0,0
"178,179,703,702,740,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,181,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"715,178,179,182,180,181",61229865600000.0,0
"715,178,179,182,180,181",61229865600000.0,0
"715,178,179,182,180,181",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,182,180,181",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,182,180,181",61229865600000.0,0
"715,178,179,182,180,181",61229865600000.0,0
"715,178,179,182,180,181",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"715,178,179,182,180,181",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"721,178,179,180,729,730,182",61229865600000.0,0
"721,178,179,180,729,730,182",61229865600000.0,0
"721,178,179,180,729,730,182",61229865600000.0,0
"721,178,179,180,729,730,182",61229865600000.0,0
"721,178,179,180,729,730,182",61229865600000.0,0
"728,721,178,179,180,182",61229865600000.0,0
"178,179,733,734,182,180",61229865600000.0,0
"728,721,178,179,180,182",61229865600000.0,0
"728,721,178,179,180,182",61229865600000.0,0
"728,721,178,179,180,182",61229865600000.0,0
"728,721,178,179,180,182",61229865600000.0,0
"728,721,178,179,180,182",61229865600000.0,0
"728,721,178,179,180,182",61229865600000.0,0
"728,721,178,179,180,182",61229865600000.0,0
"728,721,178,179,180,182",61229865600000.0,0
"178,179,733,734,182,180",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,177,179,182,180,181",61229865600000.0,0
"715,182,180,181,178,177,179",61229865600000.0,0
"715,182,180,181,178,177,179",61229865600000.0,0
"715,182,180,181,178,177,179",61229865600000.0,0
"715,182,180,181,178,177,179",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,182,180,181",61229865600000.0,0
"715,178,179,182,180,181",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"178,179,733,734,182,180",61229865600000.0,0
"178,179,733,734,182,180",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,182,180,181",61229865600000.0,0
"715,178,179,181,182",61229865600000.0,0
"715,178,179,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,182,180,181",61229865600000.0,0
"715,178,179,182,180,181",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"1101,723,178,179,180,724,717,944,182,736",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"178,179,180,733,734,182",61229865600000.0,0
"715,178,179,180,181,182",61229865600000.0,0
"430,279,431,432,429",61277385600000.0,0
"430,279,431,432,429",61277385600000.0,0
"430,279,431,432,429",61277385600000.0,0
"319,309",61279113600000.0,0
"319,309",61279113600000.0,0
"319,309",61279113600000.0,0
"319,309",61279113600000.0,0
"464,315,462,316,301,463",61315056000000.0,0
"388,389",61380374400000.0,0
"612,613",61406121600000.0,0
"612,613",61406121600000.0,0
"272,273",61422105600000.0,0
"272,273",61422105600000.0,0
"636,635",61427808000000.0,0
"319,309",61429190400000.0,0
"319,309",61429190400000.0,0
"319,309",61429190400000.0,0
"319,309",61429190400000.0,0
"319,309",61429190400000.0,0
"319,309",61429190400000.0,0
"319,309",61429190400000.0,0
"319,309",61429190400000.0,0
"319,309",61429190400000.0,0
"319,309",61429190400000.0,0
"403,402",61451395200000.0,0
"403,402",61451395200000.0,0
"232",61459516800000.0,0
"470,472,3,471",61469280000000.0,0
"264,263",61479302400000.0,0
"363,364",61515763200000.0,0
"363,364",61515763200000.0,0
"262,261",61519219200000.0,0
"262,261",61519219200000.0,0
"4,3,5",61521120000000.0,0
"403,402",61582982400000.0,0
"403,402",61582982400000.0,0
"403,402",61582982400000.0,0
"363,364",61587043200000.0,0
"798,799",61587648000000.0,0
"46,45",61597756800000.0,0
"46,45",61597756800000.0,0
"46,45",61597756800000.0,0
"388,132,468,469,389,523,525,524,526",61599657600000.0,0
"323,675",61601126400000.0,0
"323,675",61601126400000.0,0
"191,188",61601385600000.0,0
"363,364",61607692800000.0,0
"403,402",61611062400000.0,0
"403,402",61611062400000.0,0
"403,402",61611062400000.0,0
"403,402",61611062400000.0,0
"940,167,104,941,105",61611408000000.0,0
"31,32",61628601600000.0,0
"31,32",61628601600000.0,0
"31,32",61628601600000.0,0
"31,32",61628601600000.0,0
"31,32",61628601600000.0,0
"598,599",61629984000000.0,0
"430,279,431,432,429",61637241600000.0,0
"689,688,687,686,690",61659792000000.0,0
"272,273",61662297600000.0,0
"445,446",61670505600000.0,0
"320,321,283,282",61670937600000.0,0
"45,46,320,321,232,283,282",61671283200000.0,0
"338,339",61671542400000.0,0
"46,45",61672320000000.0,0
"46,45",61672320000000.0,0
"46,45",61672320000000.0,0
"46,45",61672320000000.0,0
"46,45",61672320000000.0,0
"46,45",61672320000000.0,0
"46,45",61672320000000.0,0
"430,279,431,432,429",61676640000000.0,0
"676,680,679,677,678",61685798400000.0,0
"676,680,679,677,678",61685798400000.0,0
"315,316",61693747200000.0,0
"315,316",61693747200000.0,0
"315,316",61693747200000.0,0
"315,316",61693747200000.0,0
"315,316",61693747200000.0,0
"315,316",61693747200000.0,0
"315,316",61693747200000.0,0
"319,309",61693833600000.0,0
"319,309",61693833600000.0,0
"319,309",61693833600000.0,0
"319,309",61693833600000.0,0
"319,309",61693833600000.0,0
"673,674",61704892800000.0,0
"673,674",61704892800000.0,0
"673,674",61704892800000.0,0
"179,904,719,905,906",61713446400000.0,0
"179,904,719,905,906",61713446400000.0,0
"179,904,719,905,906",61713446400000.0,0
"222,221,220,219",61722777600000.0,0
"388,389",61728739200000.0,0
"388,389",61735046400000.0,0
"388,389",61735046400000.0,0
"46,45",61751030400000.0,0
"46,45",61751030400000.0,0
"46,45",61751030400000.0,0
"46,45",61751030400000.0,0
"46,45",61751030400000.0,0
"46,45",61751030400000.0,0
"487,488,178,179,472,182,771",61756992000000.0,0
"506,507",61760448000000.0,0
"272,273",61761830400000.0,0
"484,483",61772544000000.0,0
"430,279,431,432,429",61780665600000.0,0
"140,139,138",61780752000000.0,0
"520,519",61784380800000.0,0
"520,519",61784380800000.0,0
"520,519",61784380800000.0,0
"520,519",61784380800000.0,0
"520,519",61784380800000.0,0
"520,519",61784380800000.0,0
"272,273",61785936000000.0,0
"445,446",61789478400000.0,0
"445,446",61789478400000.0,0
"363,364",61796304000000.0,0
"363,364",61796304000000.0,0
"46,45",61796390400000.0,0
"46,45",61796390400000.0,0
"46,45",61796390400000.0,0
"46,45",61796390400000.0,0
"46,45",61796390400000.0,0
"46,45",61796390400000.0,0
"46,45",61796390400000.0,0
"46,45",61796390400000.0,0
"46,45",61796390400000.0,0
"46,45",61796390400000.0,0
"46,45",61796390400000.0,0
"46,45",61801228800000.0,0
"46,45",61801228800000.0,0
"46,45",61801228800000.0,0
"46,45",61801228800000.0,0
"46,45",61801228800000.0,0
"46,45",61801228800000.0,0
"46,45",61801228800000.0,0
"46,45",61801228800000.0,0
"46,45",61801228800000.0,0
"46,45",61801228800000.0,0
"319,309",61801574400000.0,0
"228,227",61801747200000.0,0
"228,227",61801747200000.0,0
"228,227",61801747200000.0,0
"228,227",61801747200000.0,0
"228,227",61801747200000.0,0
"228,227",61801747200000.0,0
"228,227",61801747200000.0,0
"228,227",61801747200000.0,0
"228,227",61801747200000.0,0
"228,227",61801747200000.0,0
"393,392",61802870400000.0,0
"393,392",61804166400000.0,0
"529,530",61804166400000.0,0
"363,521,364,522",61807190400000.0,0
"464,301,597",61807276800000.0,0
"464,301,597",61807276800000.0,0
"464,301,597",61807276800000.0,0
"464,301,597",61807276800000.0,0
"464,301,597",61807276800000.0,0
"464,301,597",61807276800000.0,0
"31,32",61807622400000.0,0
"264,263",61816089600000.0,0
"264,263",61816089600000.0,0
"264,263",61816089600000.0,0
"272,273",61820064000000.0,0
"487,488,178,179,472,182,771",61820064000000.0,0
"487,488,178,179,472,182,771",61820064000000.0,0
"487,488,178,179,472,182,771",61820064000000.0,0
"368,367",61821792000000.0,0
"368,367",61821792000000.0,0
"368,367",61821792000000.0,0
"368,367",61821792000000.0,0
"368,367",61821792000000.0,0
"368,367",61821792000000.0,0
"363,364,244,362,245",61842355200000.0,0
"363,364,244,362,245",61842355200000.0,0
"363,364,244,362,245",61842355200000.0,0
"228,227",61846416000000.0,0
"464,301,597",61847798400000.0,0
"464,301,597",61847798400000.0,0
"464,301,597",61847798400000.0,0
"464,301,597",61847798400000.0,0
"464,301,597",61847798400000.0,0
"363,364",61859116800000.0,0
"363,364",61859116800000.0,0
"529,530",61865424000000.0,0
"529,530",61865424000000.0,0
"46,285,284,45",61875273600000.0,0
"46,285,284,45",61875273600000.0,0
"140,139,138",61887110400000.0,0
"392",61902576000000.0,0
"272,273",61914758400000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"178,179,182,771",61918992000000.0,0
"46,45",61921411200000.0,0
"45,46,320,321,283,282",61928582400000.0,0
"45,46,283,282",61928668800000.0,0
"308,307",61931865600000.0,0
"308,307",61931865600000.0,0
"89,88",61942233600000.0,0
"89,88",61942233600000.0,0
"89,88",61942233600000.0,0
"89,88",61942233600000.0,0
"89,88",61942233600000.0,0
"89,88",61942233600000.0,0
"279,712,138",61960032000000.0,0
"279,712,138",61960032000000.0,0
"279,712,138",61960032000000.0,0
"279,712,138",61960032000000.0,0
"229,438,647,439",61961414400000.0,0
"45,46,320,321,283,282",61973856000000.0,0
"456",61974288000000.0,0
"456",61974288000000.0,0
"456",61974288000000.0,0
"456",61974288000000.0,0
"456",61974288000000.0,0
"456",61974288000000.0,0
"456",61974288000000.0,0
"456",61974288000000.0,0
"456",61974288000000.0,0
"456",61974288000000.0,0
"456",61974288000000.0,0
"456",61974288000000.0,0
"1022,27,650",61976016000000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"728,721,178,179,180,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"728,721,178,179,180,182",61977916800000.0,0
"728,721,178,179,180,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"728,721,178,179,180,182",61977916800000.0,0
"728,721,178,179,180,182",61977916800000.0,0
"721,178,179,180,729,730,182",61977916800000.0,0
"178,179,180,732,731,182",61977916800000.0,0
"721,178,179,180,729,730,182",61977916800000.0,0
"178,179,180,733,734,182",61977916800000.0,0
"178,179,180,733,734,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"178,179,180,733,734,182",61977916800000.0,0
"178,179,180,733,734,182",61977916800000.0,0
"178,179,180,733,734,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"728,721,178,179,180,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"272,273",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"728,721,178,179,180,182",61977916800000.0,0
"728,721,178,179,180,182",61977916800000.0,0
"728,721,178,179,180,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"728,721,178,179,180,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"728,721,178,179,180,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"728,721,178,179,180,182",61977916800000.0,0
"728,721,178,179,180,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"728,721,178,179,180,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"178,179,180,733,734,182",61977916800000.0,0
"178,179,733,734,182",61977916800000.0,0
"178,179,733,734,182",61977916800000.0,0
"178,179,733,734,182",61977916800000.0,0
"715,178,179,181,182",61977916800000.0,0
"178,179,733,734,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"178,179,733,734,182",61977916800000.0,0
"178,179,733,734,182",61977916800000.0,0
"178,179,733,734,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"178,179,733,734,182",61977916800000.0,0
"178,179,733,734,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"178,179,733,734,182",61977916800000.0,0
"715,178,179,181,182",61977916800000.0,0
"178,179,180,733,734,182",61977916800000.0,0
"178,179,180,733,734,182",61977916800000.0,0
"178,179,180,733,734,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"178,179,180,733,734,182",61977916800000.0,0
"178,179,180,733,734,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"178,179,180,733,734,182",61977916800000.0,0
"178,179,180,733,734,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"178,179,180,733,734,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"178,179,180,733,734,182",61977916800000.0,0
"715,178,179,181,182",61977916800000.0,0
"178,179,180,733,734,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"723,724,178,179,180,722,182",61977916800000.0,0
"723,724,178,179,180,722,182",61977916800000.0,0
"178,179,180,704,182,725",61977916800000.0,0
"178,179,180,726,701,704,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"723,724,178,179,180,722,182",61977916800000.0,0
"723,724,178,179,180,722,182",61977916800000.0,0
"723,724,178,179,180,722,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"723,724,178,179,180,722,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
"715,178,179,180,181,182",61977916800000.0,0
